lead_id,full_name,phone,source,interest_course,branch,assigned_to,created_date,status
L0470,Shahnoza Saidova,+998987178434,instagram,SMM,Yunusobod,Diyor Yusupov,2026-01-14,contacted
L0471,Zarina Toshpulatova,+998909337523,referral,SMM,Sergeli,Akmal Yusufov,2026-01-24,lost
L0472,Iroda Xudoyberdiova,+998941958272,referral,AI Asoslari,Sergeli,Diyor Yusupov,2026-01-02,trial
L0473,Botir Ergashov,+998559250254,google,Backend,Chilonzor,Akmal Yusufov,2026-01-19,trial
L0474,Anvar Islomov,+998779755100,instagram,AI Asoslari,Chilonzor,Yulduz Xudoyberdiova,2026-01-06,contacted
L0475,Diyor Jo'raov,+998906066620,telegram,SMM,Sergeli,Diyor Islomov,2026-01-27,lost
L0476,Zafar G'aniov,+998976251683,instagram,Ingliz tili,Chilonzor,Sanjar Xolmatov,2026-01-11,lost
L0477,Xurshid Ergashov,+998911564869,instagram,Data Science,Chilonzor,Diyor Yusupov,2026-01-05,trial
L0478,Davron Norqulov,+998885372280,instagram,Ingliz tili,Sergeli,Farrux Jo'raov,2026-01-19,trial
L0479,Gulchehra Islomova,+998947716535,instagram,Ingliz tili,Chilonzor,Sanjar Xolmatov,2026-01-19,enrolled
L0480,Aziza Sharipova,+998907689283,instagram,Backend,Chilonzor,Sirojiddin Xolmatov,2026-01-23,enrolled
L0481,Shuhrat Ibrohimov,+998976921025,telegram,Grafik Dizayn,Chilonzor,Sirojiddin Xolmatov,2026-01-19,trial
L0482,Ravshan Yoqubov,+998907559249,facebook,AI Asoslari,Chilonzor,Diyor Yusupov,2026-01-21,new
L0483,Barno Toshpulatova,+998917074343,facebook,Frontend,Sergeli,Sanjar Xolmatov,2026-01-24,enrolled
L0484,Barno Ergashova,+998989936428,instagram,Backend,Sergeli,Sirojiddin Xolmatov,2026-01-14,contacted
L0485,Xurshid Karimov,+998881468798,google,Backend,Chilonzor,Sanjar Xolmatov,2026-01-10,contacted
L0486,Madina Nazarova,+998887859569,telegram,Ingliz tili,Yunusobod,Farrux Jo'raov,2026-01-03,trial
L0487,Aziz Abdullaov,+998902104061,instagram,Data Science,Yunusobod,Lola Rustamova,2026-01-08,new
L0488,Anvar Sobirov,+998979419624,instagram,Frontend,Yunusobod,Sirojiddin Xolmatov,2026-01-04,new
L0489,Abdulloh Yusufov,+998934653499,telegram,SMM,Sergeli,Diyor Yusupov,2026-01-03,lost
L0490,Botir Boltaov,+998976735502,instagram,AI Asoslari,Sergeli,Diyor Islomov,2026-01-20,contacted
L0491,Shuhrat Tursunov,+998776877571,referral,Data Science,Chilonzor,Diyor Yusupov,2026-01-04,contacted
L0492,Anvar Ahmadov,+998904503945,walk_in,Backend,Yunusobod,Lola Rustamova,2026-01-04,lost
L0493,Nigora Mirzaova,+998554839714,instagram,Ingliz tili,Yunusobod,Diyor Islomov,2026-01-19,enrolled
L0494,Shirin Tojiboyova,+998953307616,telegram,Frontend,Sergeli,Lola Rustamova,2026-01-19,contacted
L0495,Yulduz Sharipova,+998998877175,walk_in,SMM,Sergeli,Farrux Jo'raov,2026-01-04,trial
L0496,Sabina Yusufova,+998337683085,hh,Backend,Sergeli,Akmal Yusufov,2026-01-12,enrolled
L0497,Otabek Qodirov,+998882797511,instagram,Backend,Sergeli,Diyor Yusupov,2026-01-11,lost
L0498,Iroda Nishonova,+998946702714,facebook,AI Asoslari,Yunusobod,Sanjar Xolmatov,2026-01-18,contacted
L0499,Shahnoza Norqulova,+998993172690,instagram,SMM,Chilonzor,Sanjar Xolmatov,2026-01-30,trial
L0500,Sitora Ibrohimova,+998952474595,referral,Frontend,Chilonzor,Akmal Yusufov,2026-01-18,enrolled
L0501,Umid Abdullaov,+998954828738,instagram,Ingliz tili,Yunusobod,Diyor Islomov,2026-01-19,contacted
L0502,Shoxrux Xudoyberdiov,+998901707874,telegram,Ingliz tili,Sergeli,Diyor Islomov,2026-01-20,contacted
L0503,Ravshan Hasanov,+998951370378,instagram,AI Asoslari,Chilonzor,Akmal Yusufov,2026-01-16,enrolled
L0504,Lola Nazarova,+998956256068,walk_in,SMM,Chilonzor,Sirojiddin Xolmatov,2026-01-19,lost
L0505,Bekzod G'aniov,+998947255569,hh,Backend,Sergeli,Sirojiddin Xolmatov,2026-01-14,contacted
L0506,Nilufar Jo'raova,+998777378335,telegram,Grafik Dizayn,Yunusobod,Yulduz Xudoyberdiova,2026-01-09,contacted
L0507,Dilnoza Umarova,+998552834028,facebook,Data Science,Sergeli,Diyor Yusupov,2026-01-22,enrolled
L0508,Ozoda Abdullaova,+998886650759,telegram,Grafik Dizayn,Yunusobod,Diyor Islomov,2026-01-21,enrolled
L0509,Malika Rashidova,+998772279673,facebook,AI Asoslari,Sergeli,Farrux Jo'raov,2026-01-09,enrolled
L0510,Muhammadali Yusupov,+998551210881,instagram,Data Science,Yunusobod,Akmal Yusufov,2026-01-30,trial
L0511,Jasur Ahmadov,+998987136103,instagram,SMM,Sergeli,Sirojiddin Xolmatov,2026-01-26,trial
L0512,Islom Sobirov,+998339120570,instagram,SMM,Chilonzor,Sirojiddin Xolmatov,2026-01-07,lost
L0513,Feruza Ergashova,+998955099777,google,Backend,Yunusobod,Farrux Jo'raov,2026-01-02,new
L0514,Bobur Toshpulatov,+998976553299,telegram,Data Science,Chilonzor,Diyor Islomov,2026-01-13,lost
L0515,Gulchehra Umarova,+998942810840,telegram,SMM,Chilonzor,Yulduz Xudoyberdiova,2026-01-12,new
L0516,Nigora Rustamova,+998917802627,walk_in,Backend,Sergeli,Diyor Islomov,2026-01-18,enrolled
L0517,Sabina Ergashova,+998337545776,telegram,Data Science,Chilonzor,Sirojiddin Xolmatov,2026-01-04,contacted
L0518,Aziz Norqulov,+998959995140,walk_in,AI Asoslari,Chilonzor,Yulduz Xudoyberdiova,2026-01-30,new
L0519,Ozoda Sharipova,+998948356505,google,Backend,Yunusobod,Yulduz Xudoyberdiova,2026-01-29,enrolled
L0520,Nozima Yoqubova,+998974306999,instagram,SMM,Yunusobod,Lola Rustamova,2026-01-12,trial
L0521,Sirojiddin Nazarov,+998902162477,walk_in,Backend,Sergeli,Yulduz Xudoyberdiova,2026-01-15,lost
L0522,Bekzod Xolmatov,+998554626983,referral,Data Science,Yunusobod,Farrux Jo'raov,2026-01-23,lost
L0523,Rustam Nishonov,+998772570971,google,Grafik Dizayn,Yunusobod,Sirojiddin Xolmatov,2026-01-02,trial
L0524,Otabek Nazarov,+998906768619,instagram,Grafik Dizayn,Chilonzor,Yulduz Xudoyberdiova,2026-01-06,enrolled
L0525,Kamola Sobirova,+998918165338,instagram,Ingliz tili,Yunusobod,Sanjar Xolmatov,2026-01-24,new
L0526,Nilufar Jo'raova,+998888077454,hh,Backend,Chilonzor,Sirojiddin Xolmatov,2026-01-03,enrolled
L0527,Rustam Saidov,+998999989768,instagram,Frontend,Chilonzor,Farrux Jo'raov,2026-01-29,trial
L0528,Zafar Sattorov,+998777970029,instagram,Ingliz tili,Yunusobod,Farrux Jo'raov,2026-01-11,contacted
L0529,Ozoda Umarova,+998773134285,telegram,AI Asoslari,Sergeli,Diyor Islomov,2026-01-20,contacted
L0530,Davron Xolmatov,+998905975940,instagram,Backend,Yunusobod,Diyor Yusupov,2026-01-08,lost
L0531,Aziz Hasanov,+998984262669,instagram,AI Asoslari,Yunusobod,Lola Rustamova,2026-01-19,enrolled
L0532,Botir Umarov,+998981787119,telegram,AI Asoslari,Yunusobod,Yulduz Xudoyberdiova,2026-01-25,trial
L0533,Yulduz Ergashova,+998972310244,referral,Grafik Dizayn,Yunusobod,Diyor Islomov,2026-01-07,contacted
L0534,Sanjar Yusupov,+998948673621,telegram,Ingliz tili,Chilonzor,Sirojiddin Xolmatov,2026-01-08,trial
L0535,Sitora Yoqubova,+998978572885,referral,SMM,Yunusobod,Farrux Jo'raov,2026-01-05,lost
L0536,Bekzod Xolmatov,+998995316935,instagram,Data Science,Chilonzor,Akmal Yusufov,2026-01-27,enrolled
L0537,Lola Jo'raova,+998905955772,telegram,Frontend,Sergeli,Sanjar Xolmatov,2026-01-21,trial
L0538,Bobur Hoshimov,+998949749876,telegram,Frontend,Yunusobod,Sirojiddin Xolmatov,2026-01-20,enrolled
L0539,Shirin Abdullaova,+998983995943,hh,Data Science,Chilonzor,Diyor Islomov,2026-01-08,lost
L0540,Dilnoza Sattorova,+998939319264,instagram,Ingliz tili,Yunusobod,Sanjar Xolmatov,2026-01-29,contacted
L0541,Akmal Hoshimov,+998902332298,instagram,Grafik Dizayn,Yunusobod,Diyor Islomov,2026-01-27,contacted
L0542,Botir Toshpulatov,+998886372022,walk_in,Grafik Dizayn,Sergeli,Lola Rustamova,2026-01-27,contacted
L0543,Sabina Yoqubova,+998887452626,hh,AI Asoslari,Sergeli,Sirojiddin Xolmatov,2026-01-15,contacted
L0544,Yulduz Sharipova,+998994703264,walk_in,Data Science,Chilonzor,Diyor Yusupov,2026-01-18,contacted
L0545,Farrux Ahmadov,+998339237350,telegram,Backend,Yunusobod,Diyor Yusupov,2026-01-18,trial
L0546,Jasur Abdullaov,+998775065034,referral,Ingliz tili,Yunusobod,Diyor Yusupov,2026-01-15,trial
L0547,Jamshid Mirzaov,+998947381391,instagram,AI Asoslari,Sergeli,Lola Rustamova,2026-01-03,trial
L0548,Nodir Hasanov,+998932353310,walk_in,AI Asoslari,Sergeli,Diyor Yusupov,2026-01-09,enrolled
L0549,Bekzod Abdullaov,+998986774810,referral,Ingliz tili,Chilonzor,Akmal Yusufov,2026-01-31,trial
L0550,Gulbahor Rashidova,+998906778129,telegram,Data Science,Sergeli,Sirojiddin Xolmatov,2026-02-18,enrolled
L0551,Ravshan Toshpulatov,+998977018252,instagram,Frontend,Sergeli,Farrux Jo'raov,2026-02-28,new
L0552,Shoxrux Toshpulatov,+998556673684,telegram,SMM,Chilonzor,Diyor Yusupov,2026-02-02,trial
L0553,Elyor Rashidov,+998884911438,instagram,Ingliz tili,Sergeli,Sirojiddin Xolmatov,2026-02-24,trial
L0554,Aziz Islomov,+998949646313,facebook,Backend,Sergeli,Lola Rustamova,2026-02-13,trial
L0555,Sirojiddin Mirzaov,+998981138569,referral,Frontend,Chilonzor,Yulduz Xudoyberdiova,2026-02-05,enrolled
L0556,Madina Jo'raova,+998774168274,walk_in,Grafik Dizayn,Sergeli,Diyor Yusupov,2026-02-06,enrolled
L0557,Iroda Xudoyberdiova,+998935643013,facebook,Grafik Dizayn,Chilonzor,Akmal Yusufov,2026-02-17,contacted
L0558,Shoxrux Tojiboyov,+998775715330,instagram,Data Science,Sergeli,Diyor Yusupov,2026-02-17,enrolled
L0559,Sirojiddin Rashidov,+998992757494,walk_in,Frontend,Sergeli,Diyor Islomov,2026-02-24,new
L0560,Jamshid Xudoyberdiov,+998772486259,telegram,SMM,Chilonzor,Yulduz Xudoyberdiova,2026-02-16,new
L0561,Sabina Yusupova,+998958413069,instagram,SMM,Chilonzor,Akmal Yusufov,2026-02-17,lost
L0562,Ulug'bek Sobirov,+998775022833,instagram,SMM,Yunusobod,Diyor Yusupov,2026-02-22,trial
L0563,Kamola Norqulova,+998887174426,instagram,Data Science,Chilonzor,Diyor Yusupov,2026-02-16,trial
L0564,Jasur Norqulov,+998917616652,instagram,SMM,Chilonzor,Yulduz Xudoyberdiova,2026-02-24,lost
L0565,Gulbahor Hoshimova,+998556854619,telegram,Data Science,Sergeli,Diyor Islomov,2026-02-19,lost
L0566,Shirin Nazarova,+998337897056,instagram,Ingliz tili,Yunusobod,Akmal Yusufov,2026-02-09,contacted
L0567,Nilufar Yusufova,+998934426776,hh,Frontend,Yunusobod,Lola Rustamova,2026-02-26,enrolled
L0568,Sanjar Ibrohimov,+998901026420,google,Backend,Yunusobod,Akmal Yusufov,2026-02-23,lost
L0569,Barno Qodirova,+998947837053,walk_in,Backend,Chilonzor,Diyor Islomov,2026-02-02,new
L0570,Yulduz Mirzaova,+998931159257,instagram,Frontend,Chilonzor,Akmal Yusufov,2026-02-18,new
L0571,Nargiza Abdurahmonova,+998334719632,telegram,SMM,Yunusobod,Sanjar Xolmatov,2026-02-10,lost
L0572,Nargiza Rustamova,+998778576590,referral,Backend,Chilonzor,Sirojiddin Xolmatov,2026-02-10,enrolled
L0573,Sanjar Xudoyberdiov,+998957515344,instagram,Data Science,Sergeli,Lola Rustamova,2026-02-11,enrolled
L0574,Ravshan Ibrohimov,+998931812916,facebook,SMM,Sergeli,Lola Rustamova,2026-02-28,trial
L0575,Barno Tojiboyova,+998917216342,instagram,Backend,Chilonzor,Akmal Yusufov,2026-02-23,trial
L0576,Gulchehra Jo'raova,+998775669676,telegram,Grafik Dizayn,Sergeli,Farrux Jo'raov,2026-02-22,enrolled
L0577,Barno Saidova,+998995578847,hh,Ingliz tili,Sergeli,Lola Rustamova,2026-02-23,enrolled
L0578,Sirojiddin Tojiboyov,+998988007307,hh,Frontend,Yunusobod,Sanjar Xolmatov,2026-02-24,new
L0579,Madina Abdullaova,+998972817164,telegram,Data Science,Yunusobod,Diyor Yusupov,2026-02-14,enrolled
L0580,Diyor Toshpulatov,+998935082077,instagram,Data Science,Yunusobod,Sanjar Xolmatov,2026-02-20,lost
L0581,Rustam Sobirov,+998957038452,telegram,SMM,Chilonzor,Diyor Islomov,2026-02-21,trial
L0582,Jasur Yusufov,+998778980037,telegram,AI Asoslari,Chilonzor,Sirojiddin Xolmatov,2026-02-19,trial
L0583,Nodir Sattorov,+998996106658,telegram,Frontend,Sergeli,Sanjar Xolmatov,2026-02-08,contacted
L0584,Dilnoza Sharipova,+998557124331,facebook,Ingliz tili,Chilonzor,Yulduz Xudoyberdiova,2026-02-27,contacted
L0585,Nodir Tojiboyov,+998776232662,referral,AI Asoslari,Yunusobod,Akmal Yusufov,2026-02-27,new
L0586,Malika Abdullaova,+998997246865,hh,SMM,Yunusobod,Diyor Islomov,2026-02-08,enrolled
L0587,Dilnoza Nazarova,+998932756297,referral,AI Asoslari,Chilonzor,Diyor Yusupov,2026-02-11,enrolled
L0588,Sherzod Toshpulatov,+998975912398,instagram,Grafik Dizayn,Chilonzor,Sanjar Xolmatov,2026-02-04,contacted
L0589,Islom Xolmatov,+998978066854,google,Data Science,Yunusobod,Farrux Jo'raov,2026-02-28,contacted
L0590,Sherzod Nishonov,+998779647301,google,Frontend,Sergeli,Diyor Yusupov,2026-02-02,contacted
L0591,Gulchehra Karimova,+998337994373,instagram,Frontend,Sergeli,Farrux Jo'raov,2026-02-10,lost
L0592,Elyor Xudoyberdiov,+998907325980,walk_in,Frontend,Sergeli,Farrux Jo'raov,2026-02-15,new
L0593,Gulnora Jo'raova,+998983630115,instagram,SMM,Sergeli,Diyor Yusupov,2026-02-08,enrolled
L0594,Shahnoza Ahmadova,+998946020794,walk_in,Grafik Dizayn,Sergeli,Lola Rustamova,2026-02-03,trial
L0595,Gulchehra Tursunova,+998331084011,walk_in,SMM,Chilonzor,Diyor Islomov,2026-02-23,contacted
L0596,Nargiza Nishonova,+998556794377,instagram,Ingliz tili,Chilonzor,Akmal Yusufov,2026-02-16,contacted
L0597,Akmal Xolmatov,+998913407794,referral,Frontend,Chilonzor,Diyor Yusupov,2026-02-18,contacted
L0598,Aziza Xolmatova,+998336645136,instagram,Grafik Dizayn,Yunusobod,Lola Rustamova,2026-02-12,enrolled
L0599,Otabek Yusupov,+998987006860,telegram,SMM,Yunusobod,Akmal Yusufov,2026-02-25,contacted
L0600,Lola Tojiboyova,+998905749911,referral,AI Asoslari,Sergeli,Diyor Yusupov,2026-02-10,trial
L0601,Davron Abdullaov,+998771129913,instagram,Ingliz tili,Yunusobod,Sirojiddin Xolmatov,2026-02-03,enrolled
L0602,Farrux Rashidov,+998552236634,referral,Data Science,Yunusobod,Lola Rustamova,2026-02-09,enrolled
L0603,Sirojiddin Xudoyberdiov,+998979958680,google,Grafik Dizayn,Chilonzor,Sanjar Xolmatov,2026-02-09,new
L0604,Gulnora Karimova,+998999158882,referral,AI Asoslari,Chilonzor,Lola Rustamova,2026-02-22,contacted
L0605,Sanjar Islomov,+998981384515,telegram,AI Asoslari,Sergeli,Akmal Yusufov,2026-02-18,enrolled
L0606,Sanjar Umarov,+998885196174,referral,Ingliz tili,Chilonzor,Farrux Jo'raov,2026-02-14,new
L0607,Nilufar Hasanova,+998958369594,telegram,Frontend,Chilonzor,Diyor Yusupov,2026-02-22,lost
L0608,Nilufar Nazarova,+998976552610,walk_in,Grafik Dizayn,Yunusobod,Lola Rustamova,2026-02-16,contacted
L0609,Rayhona Boltaova,+998881091238,referral,AI Asoslari,Chilonzor,Sanjar Xolmatov,2026-02-03,enrolled
L0610,Elyor Ibrohimov,+998337332823,google,Ingliz tili,Yunusobod,Akmal Yusufov,2026-02-02,contacted
L0611,Botir Tojiboyov,+998918839771,instagram,SMM,Chilonzor,Diyor Yusupov,2026-02-21,lost
L0612,Shoxrux Yusupov,+998973335945,instagram,Frontend,Sergeli,Akmal Yusufov,2026-02-26,contacted
L0613,Feruza Abdullaova,+998332980913,telegram,Data Science,Yunusobod,Lola Rustamova,2026-02-11,lost
L0614,Rayhona Sobirova,+998985195048,telegram,Data Science,Yunusobod,Yulduz Xudoyberdiova,2026-02-01,enrolled
L0615,Diyor Mirzaov,+998915905312,walk_in,SMM,Chilonzor,Diyor Islomov,2026-02-09,trial
L0616,Gulnora Umarova,+998983131733,facebook,SMM,Sergeli,Sanjar Xolmatov,2026-02-01,new
L0617,Alisher Qodirov,+998553991735,facebook,Data Science,Yunusobod,Lola Rustamova,2026-02-25,contacted
L0618,Gulnora Yoqubova,+998881675695,instagram,Frontend,Chilonzor,Sirojiddin Xolmatov,2026-02-07,contacted
L0619,Sitora Ahmadova,+998994219584,instagram,Frontend,Sergeli,Yulduz Xudoyberdiova,2026-02-03,trial
L0620,Akmal Umarov,+998909481465,walk_in,Frontend,Yunusobod,Farrux Jo'raov,2026-02-06,new
L0621,Sardor Nishonov,+998331597187,instagram,Frontend,Yunusobod,Sirojiddin Xolmatov,2026-02-04,contacted
L0622,Zebo Mirzaova,+998901493942,referral,AI Asoslari,Yunusobod,Sirojiddin Xolmatov,2026-02-17,lost
L0623,Diyora Hasanova,+998948516452,telegram,Ingliz tili,Sergeli,Sirojiddin Xolmatov,2026-02-15,contacted
L0624,Shoxrux Yusufov,+998996549211,telegram,Frontend,Yunusobod,Diyor Islomov,2026-02-28,new
L0625,Zarina G'aniova,+998974480347,instagram,AI Asoslari,Sergeli,Farrux Jo'raov,2026-02-06,trial
L0626,Nigora Nazarova,+998332589477,instagram,Data Science,Chilonzor,Diyor Islomov,2026-02-01,new
L0627,Umid Xudoyberdiov,+998902049813,telegram,Data Science,Yunusobod,Diyor Islomov,2026-02-15,new
L0628,Davron Tojiboyov,+998933459337,instagram,Ingliz tili,Sergeli,Sirojiddin Xolmatov,2026-02-21,contacted
L0629,Sirojiddin Rustamov,+998551862915,referral,Backend,Yunusobod,Sanjar Xolmatov,2026-02-05,contacted
L0630,Kamola Nishonova,+998888350363,walk_in,SMM,Chilonzor,Sanjar Xolmatov,2026-02-19,enrolled
L0631,Ravshan Mirzaov,+998931873273,telegram,AI Asoslari,Chilonzor,Diyor Islomov,2026-02-06,contacted
L0632,Sanjar Karimov,+998989288427,referral,Data Science,Chilonzor,Akmal Yusufov,2026-02-01,lost
L0633,Barno Tursunova,+998884111272,hh,Grafik Dizayn,Sergeli,Farrux Jo'raov,2026-02-24,enrolled
L0634,Munisa Sobirova,+998973025886,hh,Ingliz tili,Yunusobod,Diyor Islomov,2026-02-12,contacted
L0635,Abdulloh Yusupov,+998885750347,walk_in,Grafik Dizayn,Yunusobod,Sanjar Xolmatov,2026-02-28,trial
L0636,Diyor Nazarov,+998947369825,referral,Grafik Dizayn,Chilonzor,Lola Rustamova,2026-02-06,enrolled
L0637,Jamshid Abdurahmonov,+998551397306,telegram,AI Asoslari,Sergeli,Diyor Yusupov,2026-02-07,contacted
L0638,Rayhona Yusupova,+998984798312,referral,AI Asoslari,Yunusobod,Sirojiddin Xolmatov,2026-02-05,trial
L0639,Shoxrux Qodirov,+998903609159,instagram,Backend,Sergeli,Diyor Yusupov,2026-02-09,enrolled
L0640,Shoxrux Ahmadov,+998999126216,instagram,Backend,Yunusobod,Diyor Yusupov,2026-02-01,enrolled
L0641,Diyora Mirzaova,+998955001894,instagram,Backend,Yunusobod,Yulduz Xudoyberdiova,2026-02-10,contacted
L0642,Dilnoza Hasanova,+998972395237,telegram,Data Science,Yunusobod,Farrux Jo'raov,2026-02-05,trial
L0643,Umida Tojiboyova,+998553030871,telegram,Frontend,Chilonzor,Diyor Yusupov,2026-02-13,trial
L0644,Ravshan Abdurahmonov,+998989691173,instagram,Grafik Dizayn,Yunusobod,Yulduz Xudoyberdiova,2026-02-12,enrolled
L0645,Gulchehra Rashidova,+998949438059,google,Data Science,Yunusobod,Sirojiddin Xolmatov,2026-02-05,contacted
L0646,Islom Tursunov,+998973824545,facebook,Data Science,Yunusobod,Akmal Yusufov,2026-02-11,lost
L0647,Umida Abdurahmonova,+998333207955,facebook,AI Asoslari,Chilonzor,Sanjar Xolmatov,2026-02-28,new
L0648,Lola Islomova,+998772662629,walk_in,Frontend,Yunusobod,Yulduz Xudoyberdiova,2026-02-02,enrolled
L0649,Jasur Xolmatov,+998996343467,instagram,Frontend,Chilonzor,Farrux Jo'raov,2026-02-05,trial
L0650,Nozima Ergashova,+998334800622,walk_in,Frontend,Sergeli,Diyor Islomov,2026-02-21,contacted
L0651,Shuhrat Tojiboyov,+998936046558,referral,Backend,Sergeli,Diyor Islomov,2026-02-22,new
L0652,Sitora Hoshimova,+998888707881,google,Ingliz tili,Yunusobod,Sirojiddin Xolmatov,2026-02-10,lost
L0653,Umida Ahmadova,+998553509748,google,SMM,Chilonzor,Akmal Yusufov,2026-02-04,lost
L0654,Gulnora Yoqubova,+998338581535,hh,Frontend,Yunusobod,Lola Rustamova,2026-02-14,trial
L0655,Ravshan Rustamov,+998948613540,google,Ingliz tili,Chilonzor,Sirojiddin Xolmatov,2026-02-02,enrolled
L0656,Rustam Islomov,+998338926368,referral,AI Asoslari,Sergeli,Sirojiddin Xolmatov,2026-02-20,trial
L0657,Bekzod Toshpulatov,+998996378176,instagram,SMM,Sergeli,Sanjar Xolmatov,2026-02-07,lost
L0658,Farrux Tursunov,+998971723385,referral,Ingliz tili,Yunusobod,Farrux Jo'raov,2026-02-17,trial
L0659,Madina Mirzaova,+998984032529,instagram,Grafik Dizayn,Sergeli,Diyor Yusupov,2026-03-27,contacted
L0660,Zafar Yoqubov,+998974707807,referral,Backend,Sergeli,Akmal Yusufov,2026-03-28,lost
L0661,Barno Boltaova,+998777952840,facebook,Frontend,Sergeli,Farrux Jo'raov,2026-03-14,trial
L0662,Yulduz Islomova,+998944788296,referral,Ingliz tili,Sergeli,Farrux Jo'raov,2026-03-14,contacted
L0663,Alisher Ibrohimov,+998972161440,facebook,Ingliz tili,Yunusobod,Sanjar Xolmatov,2026-03-18,enrolled
L0664,Jamshid Toshpulatov,+998335119882,instagram,Ingliz tili,Chilonzor,Akmal Yusufov,2026-03-14,contacted
L0665,Nozima Ergashova,+998953664790,facebook,Backend,Chilonzor,Lola Rustamova,2026-03-10,contacted
L0666,Zafar Islomov,+998994889636,instagram,SMM,Chilonzor,Akmal Yusufov,2026-03-15,enrolled
L0667,Alisher Norqulov,+998952814759,instagram,AI Asoslari,Yunusobod,Akmal Yusufov,2026-03-17,new
L0668,Nodir Rashidov,+998555140967,instagram,SMM,Chilonzor,Diyor Yusupov,2026-03-10,new
L0669,Kamola Ergashova,+998911021702,referral,Backend,Chilonzor,Yulduz Xudoyberdiova,2026-03-17,contacted
L0670,Islom Tursunov,+998992170712,instagram,Backend,Yunusobod,Lola Rustamova,2026-03-23,lost
L0671,Rustam Xudoyberdiov,+998882417345,telegram,Data Science,Chilonzor,Yulduz Xudoyberdiova,2026-03-17,lost
L0672,Aziz Jo'raov,+998987253938,walk_in,Grafik Dizayn,Chilonzor,Yulduz Xudoyberdiova,2026-03-28,enrolled
L0673,Islom Qodirov,+998915200359,instagram,Ingliz tili,Yunusobod,Diyor Yusupov,2026-03-29,new
L0674,Ozoda Ibrohimova,+998996793692,referral,Data Science,Sergeli,Diyor Islomov,2026-03-14,new
L0675,Barno Abdurahmonova,+998339197967,walk_in,SMM,Sergeli,Lola Rustamova,2026-03-28,trial
L0676,Sanjar Ibrohimov,+998971081709,walk_in,Grafik Dizayn,Chilonzor,Diyor Islomov,2026-03-07,contacted
L0677,Bobur Sattorov,+998947005656,walk_in,SMM,Yunusobod,Yulduz Xudoyberdiova,2026-03-02,trial
L0678,Diyor Yusufov,+998932434969,hh,SMM,Sergeli,Diyor Islomov,2026-03-23,trial
L0679,Nigora Xolmatova,+998777623817,google,SMM,Sergeli,Lola Rustamova,2026-03-02,lost
L0680,Rayhona Umarova,+998986181434,instagram,Frontend,Sergeli,Lola Rustamova,2026-03-13,enrolled
L0681,Ulug'bek Islomov,+998337816355,telegram,Ingliz tili,Sergeli,Lola Rustamova,2026-03-09,contacted
L0682,Shirin Yusufova,+998941124354,instagram,Grafik Dizayn,Chilonzor,Akmal Yusufov,2026-03-23,lost
L0683,Davron Hasanov,+998982444181,walk_in,Frontend,Chilonzor,Sanjar Xolmatov,2026-03-12,enrolled
L0684,Shoxrux Xolmatov,+998997062694,telegram,Ingliz tili,Chilonzor,Diyor Yusupov,2026-03-14,trial
L0685,Feruza Yusupova,+998779485115,instagram,Grafik Dizayn,Yunusobod,Akmal Yusufov,2026-03-17,enrolled
L0686,Sherzod G'aniov,+998932855172,instagram,SMM,Chilonzor,Farrux Jo'raov,2026-03-18,enrolled
L0687,Barno Ergashova,+998953735642,google,Backend,Yunusobod,Diyor Islomov,2026-03-20,enrolled
L0688,Aziz Nazarov,+998882700973,instagram,Data Science,Chilonzor,Diyor Yusupov,2026-03-02,contacted
L0689,Ulug'bek Norqulov,+998947341745,instagram,AI Asoslari,Yunusobod,Diyor Yusupov,2026-03-08,contacted
L0690,Sabina Yusupova,+998989337009,facebook,SMM,Chilonzor,Sirojiddin Xolmatov,2026-03-06,new
L0691,Mehriniso Sattorova,+998908612071,instagram,Frontend,Yunusobod,Yulduz Xudoyberdiova,2026-03-05,trial
L0692,Ravshan Islomov,+998931758497,instagram,SMM,Sergeli,Sirojiddin Xolmatov,2026-03-23,contacted
L0693,Sanjar Nazarov,+998998878943,instagram,Frontend,Yunusobod,Farrux Jo'raov,2026-03-05,lost
L0694,Umida Jo'raova,+998979381555,referral,Grafik Dizayn,Sergeli,Diyor Yusupov,2026-03-11,new
L0695,Shahnoza Boltaova,+998905792320,referral,Backend,Yunusobod,Diyor Islomov,2026-03-20,lost
L0696,Bobur Sharipov,+998554729199,google,Ingliz tili,Yunusobod,Lola Rustamova,2026-03-14,enrolled
L0697,Madina Rustamova,+998955311165,instagram,AI Asoslari,Chilonzor,Yulduz Xudoyberdiova,2026-03-30,enrolled
L0698,Rustam Umarov,+998947700026,telegram,Grafik Dizayn,Chilonzor,Lola Rustamova,2026-03-30,lost
L0699,Gulbahor Xolmatova,+998773406442,instagram,Frontend,Yunusobod,Diyor Yusupov,2026-03-31,contacted
L0700,Shahnoza Qodirova,+998918419824,instagram,SMM,Yunusobod,Lola Rustamova,2026-03-01,new
L0701,Davron Karimov,+998977436844,instagram,Data Science,Yunusobod,Sirojiddin Xolmatov,2026-03-04,new
L0702,Dilnoza Abdullaova,+998952630860,instagram,SMM,Chilonzor,Diyor Islomov,2026-03-04,lost
L0703,Madina Karimova,+998904851223,instagram,Backend,Sergeli,Akmal Yusufov,2026-03-19,contacted
L0704,Islom Qodirov,+998336963655,instagram,Grafik Dizayn,Yunusobod,Akmal Yusufov,2026-03-20,trial
