call_id,lead_id,operator,date,direction,duration_sec,outcome,score,stage
C01501,L0824,Jamshid Umarov,2026-05-25,in,126,interested,76,pitch
C01502,L1082,Botir Nazarov,2026-07-28,out,324,refused,37,close
C01503,L0846,Sardor Yusufov,2026-05-16,out,657,callback,58,close
C01504,L0061,Farrux Ahmadov,2025-11-05,in,590,interested,85,needs
C01505,L1184,Jamshid Umarov,2026-08-21,out,661,refused,14,opening
C01506,L0026,Botir Nazarov,2025-11-08,in,636,no_answer,18,opening
C01507,L0227,Farrux Ahmadov,2025-11-12,out,201,no_answer,14,pitch
C01508,L1048,Lola Qodirova,2026-07-01,out,868,enrolled,92,pitch
C01509,L0143,Jamshid Umarov,2025-10-28,in,308,interested,76,close
C01510,L0380,Lola Qodirova,2025-12-27,in,159,callback,48,close
C01511,L0647,Jamshid Umarov,2026-03-24,in,770,no_answer,22,needs
C01512,L0813,Jamshid Umarov,2026-05-02,in,471,callback,51,opening
C01513,L0183,Farrux Ahmadov,2025-10-24,out,845,refused,13,opening
C01514,L0911,Lola Qodirova,2026-07-04,in,414,enrolled,80,opening
C01515,L0101,Diyora Rustamova,2025-09-23,out,706,enrolled,88,opening
C01516,L0147,Dilnoza Karimova,2025-10-29,in,253,callback,54,needs
C01517,L0981,Botir Nazarov,2026-08-15,in,775,interested,74,needs
C01518,L0656,Lola Qodirova,2026-03-18,out,35,enrolled,85,pitch
C01519,L0570,Botir Nazarov,2026-04-01,out,582,refused,31,pitch
C01520,L1132,Sardor Yusufov,2026-08-30,out,505,enrolled,86,pitch
C01521,L0023,Dilnoza Karimova,2025-10-29,out,599,interested,91,pitch
C01522,L0228,Botir Nazarov,2025-11-30,in,239,enrolled,83,needs
C01523,L1030,Botir Nazarov,2026-06-27,out,800,refused,19,needs
C01524,L0112,Farrux Ahmadov,2025-10-28,out,898,interested,79,close
C01525,L0859,Jamshid Umarov,2026-05-01,in,318,no_answer,15,pitch
C01526,L0708,Jamshid Umarov,2026-04-12,out,407,enrolled,77,needs
C01527,L0344,Jamshid Umarov,2026-01-12,out,813,enrolled,78,opening
C01528,L0508,Farrux Ahmadov,2026-03-08,out,553,enrolled,89,pitch
C01529,L0693,Sardor Yusufov,2026-03-10,out,139,callback,50,needs
C01530,L0563,Sherzod Nishonov,2026-04-12,out,743,callback,67,pitch
C01531,L1067,Lola Qodirova,2026-08-25,out,700,callback,52,close
C01532,L0188,Diyora Rustamova,2025-11-07,out,681,callback,73,pitch
C01533,L0698,Farrux Ahmadov,2026-04-26,in,347,refused,45,opening
C01534,L0719,Lola Qodirova,2026-04-09,out,756,callback,74,needs
C01535,L0067,Dilnoza Karimova,2025-10-26,out,801,interested,89,needs
C01536,L0038,Sardor Yusufov,2025-10-19,out,670,interested,54,needs
C01537,L0078,Diyora Rustamova,2025-10-19,in,430,refused,17,needs
C01538,L0145,Sardor Yusufov,2025-10-30,in,332,refused,22,needs
C01539,L0814,Sardor Yusufov,2026-06-08,in,250,refused,18,opening
C01540,L1181,Diyora Rustamova,2026-08-17,in,576,interested,75,close
C01541,L0316,Dilnoza Karimova,2026-01-02,out,871,callback,71,close
C01542,L0299,Jamshid Umarov,2025-12-13,out,215,no_answer,17,close
C01543,L0845,Sherzod Nishonov,2026-05-09,out,242,interested,83,pitch
C01544,L0832,Jamshid Umarov,2026-05-10,out,590,callback,71,opening
C01545,L0158,Dilnoza Karimova,2025-12-01,out,869,no_answer,22,close
C01546,L0140,Botir Nazarov,2025-11-02,in,721,enrolled,94,pitch
C01547,L0838,Botir Nazarov,2026-05-29,out,299,no_answer,20,needs
C01548,L0940,Dilnoza Karimova,2026-05-25,in,92,interested,73,needs
C01549,L0838,Farrux Ahmadov,2026-06-11,out,62,refused,47,opening
C01550,L0245,Botir Nazarov,2025-12-13,out,693,no_answer,21,pitch
C01551,L0773,Lola Qodirova,2026-04-17,out,468,no_answer,16,needs
C01552,L1129,Farrux Ahmadov,2026-08-31,out,671,callback,74,opening
C01553,L0732,Jamshid Umarov,2026-04-28,out,362,enrolled,89,needs
C01554,L0209,Dilnoza Karimova,2025-10-23,in,688,no_answer,34,needs
C01555,L0125,Botir Nazarov,2025-11-14,out,828,callback,54,needs
C01556,L0844,Sherzod Nishonov,2026-06-14,out,324,callback,66,opening
C01557,L0331,Lola Qodirova,2026-01-14,in,678,enrolled,70,opening
C01558,L1196,Sherzod Nishonov,2026-08-26,in,860,refused,31,needs
C01559,L0783,Sherzod Nishonov,2026-05-30,out,646,interested,92,needs
C01560,L0066,Lola Qodirova,2025-11-11,out,38,refused,8,pitch
C01561,L1079,Farrux Ahmadov,2026-08-16,out,519,interested,75,needs
C01562,L0686,Dilnoza Karimova,2026-03-30,in,837,interested,73,needs
C01563,L0629,Sardor Yusufov,2026-03-08,out,107,enrolled,94,pitch
C01564,L0016,Botir Nazarov,2025-11-16,in,61,callback,55,pitch
C01565,L0380,Jamshid Umarov,2026-01-17,out,40,interested,73,opening
C01566,L0269,Sherzod Nishonov,2025-12-04,in,682,enrolled,100,needs
C01567,L0030,Jamshid Umarov,2025-09-20,in,262,no_answer,35,pitch
C01568,L0262,Lola Qodirova,2025-11-25,in,159,no_answer,17,pitch
C01569,L0886,Lola Qodirova,2026-05-17,out,653,enrolled,89,needs
C01570,L0528,Farrux Ahmadov,2026-03-04,in,204,no_answer,28,close
C01571,L0286,Farrux Ahmadov,2026-01-02,out,709,refused,38,opening
C01572,L0062,Dilnoza Karimova,2025-10-20,in,552,interested,69,needs
C01573,L0829,Farrux Ahmadov,2026-04-28,in,867,callback,72,pitch
C01574,L0032,Diyora Rustamova,2025-10-27,out,660,interested,97,opening
C01575,L0159,Botir Nazarov,2025-12-09,out,718,callback,60,pitch
C01576,L0162,Farrux Ahmadov,2025-12-15,out,367,refused,34,pitch
C01577,L0754,Lola Qodirova,2026-05-08,out,735,callback,69,pitch
C01578,L0473,Sardor Yusufov,2026-02-01,in,896,interested,79,pitch
C01579,L0417,Dilnoza Karimova,2026-01-10,out,766,interested,81,pitch
C01580,L0140,Diyora Rustamova,2025-12-01,out,235,interested,100,opening
C01581,L0991,Botir Nazarov,2026-08-19,out,685,refused,22,pitch
C01582,L0545,Lola Qodirova,2026-02-13,out,581,callback,62,needs
C01583,L0720,Farrux Ahmadov,2026-03-27,out,55,no_answer,2,needs
C01584,L0887,Sardor Yusufov,2026-06-10,in,286,callback,65,needs
C01585,L0490,Lola Qodirova,2026-02-17,in,389,callback,50,needs
C01586,L0096,Sardor Yusufov,2025-11-08,out,695,callback,69,pitch
C01587,L0195,Diyora Rustamova,2025-11-06,out,571,no_answer,23,close
C01588,L0766,Botir Nazarov,2026-05-16,out,246,interested,75,needs
C01589,L0048,Sardor Yusufov,2025-10-14,out,782,callback,53,needs
C01590,L0978,Jamshid Umarov,2026-08-16,out,724,no_answer,11,needs
C01591,L0723,Lola Qodirova,2026-03-29,in,541,no_answer,10,needs
C01592,L0966,Farrux Ahmadov,2026-08-06,in,212,refused,0,pitch
C01593,L1091,Botir Nazarov,2026-07-23,out,135,interested,77,needs
C01594,L1181,Diyora Rustamova,2026-08-15,in,734,interested,61,close
C01595,L0737,Botir Nazarov,2026-04-29,out,354,interested,73,needs
C01596,L1041,Diyora Rustamova,2026-07-30,in,423,callback,40,opening
C01597,L0458,Farrux Ahmadov,2026-01-16,in,619,no_answer,31,opening
C01598,L0528,Dilnoza Karimova,2026-02-03,out,222,refused,40,needs
C01599,L0771,Dilnoza Karimova,2026-04-14,in,714,enrolled,100,opening
C01600,L0698,Farrux Ahmadov,2026-05-29,out,619,no_answer,28,needs
C01601,L0657,Sherzod Nishonov,2026-02-15,in,283,no_answer,6,needs
C01602,L0993,Dilnoza Karimova,2026-08-08,out,219,callback,50,opening
C01603,L0778,Diyora Rustamova,2026-05-12,out,839,interested,96,pitch
C01604,L0999,Diyora Rustamova,2026-08-06,in,313,enrolled,92,opening
C01605,L1137,Sherzod Nishonov,2026-08-16,in,26,no_answer,15,opening
C01606,L0813,Sardor Yusufov,2026-06-26,out,43,callback,66,opening
C01607,L0975,Jamshid Umarov,2026-08-05,out,567,refused,13,opening
C01608,L0516,Farrux Ahmadov,2026-02-03,out,846,no_answer,30,needs
C01609,L0419,Jamshid Umarov,2026-02-15,out,50,callback,51,opening
C01610,L0242,Botir Nazarov,2026-01-09,out,544,enrolled,89,opening
C01611,L0855,Farrux Ahmadov,2026-05-16,in,528,interested,70,pitch
C01612,L0212,Sardor Yusufov,2025-11-10,in,727,interested,74,opening
C01613,L0342,Farrux Ahmadov,2025-12-30,out,114,refused,15,opening
C01614,L0107,Jamshid Umarov,2025-11-05,out,887,interested,96,close
C01615,L1022,Farrux Ahmadov,2026-07-24,out,672,enrolled,64,close
C01616,L0168,Sherzod Nishonov,2025-11-03,in,194,callback,55,opening
C01617,L0599,Sherzod Nishonov,2026-03-15,out,299,enrolled,78,opening
C01618,L0425,Sherzod Nishonov,2025-12-15,out,508,no_answer,10,needs
C01619,L0394,Jamshid Umarov,2026-01-06,out,392,interested,41,needs
C01620,L0403,Dilnoza Karimova,2026-02-20,out,858,enrolled,77,opening
C01621,L0682,Diyora Rustamova,2026-04-05,in,451,interested,70,opening
C01622,L0808,Farrux Ahmadov,2026-05-16,out,234,interested,80,close
C01623,L1134,Botir Nazarov,2026-08-21,in,21,refused,15,close
C01624,L0093,Sherzod Nishonov,2025-11-10,out,661,no_answer,11,needs
C01625,L0218,Lola Qodirova,2025-11-07,out,642,interested,79,pitch
C01626,L0245,Diyora Rustamova,2025-12-12,in,233,refused,19,opening
C01627,L0425,Farrux Ahmadov,2025-12-15,in,397,refused,24,close
C01628,L0025,Dilnoza Karimova,2025-10-03,out,614,callback,60,needs
C01629,L0789,Dilnoza Karimova,2026-04-27,out,800,callback,65,opening
C01630,L1078,Lola Qodirova,2026-08-14,out,286,interested,82,needs
C01631,L0728,Sherzod Nishonov,2026-03-22,out,212,interested,77,needs
C01632,L0737,Farrux Ahmadov,2026-03-26,in,271,enrolled,99,pitch
C01633,L1097,Sherzod Nishonov,2026-08-27,out,79,enrolled,83,opening
C01634,L0939,Jamshid Umarov,2026-06-01,out,837,interested,73,needs
C01635,L0378,Jamshid Umarov,2026-01-05,in,24,refused,19,opening
C01636,L0744,Lola Qodirova,2026-04-21,out,76,interested,75,pitch
C01637,L0126,Lola Qodirova,2025-10-09,out,756,refused,16,pitch
C01638,L0548,Dilnoza Karimova,2026-01-09,out,247,enrolled,100,opening
C01639,L0575,Dilnoza Karimova,2026-04-19,in,726,no_answer,26,needs
C01640,L0590,Sardor Yusufov,2026-02-25,in,300,interested,76,needs
C01641,L0354,Botir Nazarov,2026-01-16,out,862,enrolled,93,opening
C01642,L0236,Sardor Yusufov,2025-12-04,out,267,refused,38,close
C01643,L0988,Diyora Rustamova,2026-07-31,out,580,interested,59,opening
C01644,L0589,Sherzod Nishonov,2026-03-22,in,670,interested,80,pitch
C01645,L0205,Sardor Yusufov,2025-12-15,out,243,callback,33,pitch
C01646,L0423,Diyora Rustamova,2026-01-20,out,775,refused,41,needs
C01647,L0464,Farrux Ahmadov,2026-03-15,in,30,callback,65,needs
C01648,L0435,Botir Nazarov,2026-01-14,in,162,enrolled,89,pitch
C01649,L0515,Botir Nazarov,2026-01-29,in,636,interested,83,opening
C01650,L0912,Jamshid Umarov,2026-06-13,out,815,interested,78,needs
C01651,L0701,Sherzod Nishonov,2026-04-02,out,88,interested,78,pitch
C01652,L0240,Sherzod Nishonov,2025-11-30,out,229,refused,19,opening
C01653,L0502,Sherzod Nishonov,2026-02-25,in,638,enrolled,100,pitch
C01654,L0665,Dilnoza Karimova,2026-04-20,out,871,interested,77,needs
C01655,L0874,Diyora Rustamova,2026-05-19,out,353,refused,27,opening
C01656,L1038,Botir Nazarov,2026-08-15,in,749,no_answer,21,opening
C01657,L0210,Sardor Yusufov,2025-11-12,out,845,no_answer,16,opening
C01658,L0940,Sardor Yusufov,2026-05-31,out,439,no_answer,22,pitch
C01659,L0892,Diyora Rustamova,2026-05-26,out,486,interested,61,close
C01660,L0915,Lola Qodirova,2026-05-28,out,652,no_answer,32,pitch
C01661,L0102,Sardor Yusufov,2025-10-26,out,195,callback,67,close
C01662,L0851,Sardor Yusufov,2026-06-02,out,466,no_answer,5,opening
C01663,L0713,Sardor Yusufov,2026-05-08,out,208,no_answer,0,needs
C01664,L0531,Botir Nazarov,2026-02-22,in,231,callback,57,pitch
C01665,L0324,Lola Qodirova,2026-02-11,in,586,no_answer,14,pitch
C01666,L0897,Lola Qodirova,2026-06-02,in,105,interested,84,needs
C01667,L0912,Lola Qodirova,2026-07-06,out,682,callback,65,opening
C01668,L0429,Sherzod Nishonov,2026-01-23,in,483,refused,35,close
C01669,L0726,Sardor Yusufov,2026-03-30,out,203,callback,48,needs
C01670,L0546,Botir Nazarov,2026-03-16,in,315,enrolled,100,opening
C01671,L1181,Diyora Rustamova,2026-08-18,in,741,interested,92,pitch
C01672,L0361,Diyora Rustamova,2026-02-08,out,787,interested,59,close
C01673,L0584,Botir Nazarov,2026-04-04,out,510,interested,61,pitch
C01674,L1145,Farrux Ahmadov,2026-08-31,out,137,no_answer,22,needs
C01675,L1184,Jamshid Umarov,2026-08-31,out,358,callback,50,opening
C01676,L0453,Dilnoza Karimova,2026-02-20,out,594,interested,69,needs
C01677,L0863,Sardor Yusufov,2026-04-27,out,525,callback,45,close
C01678,L0119,Sardor Yusufov,2025-11-29,in,206,refused,21,close
C01679,L0855,Dilnoza Karimova,2026-06-03,in,861,refused,50,opening
C01680,L0614,Jamshid Umarov,2026-03-12,out,214,refused,34,opening
C01681,L0968,Dilnoza Karimova,2026-08-11,out,337,no_answer,8,pitch
C01682,L0927,Sherzod Nishonov,2026-06-12,out,475,refused,22,needs
C01683,L0615,Jamshid Umarov,2026-03-12,out,591,refused,33,needs
C01684,L0686,Diyora Rustamova,2026-04-13,out,199,enrolled,82,opening
C01685,L0583,Diyora Rustamova,2026-03-29,out,144,enrolled,87,close
C01686,L0249,Lola Qodirova,2026-01-03,out,385,interested,95,opening
C01687,L0077,Lola Qodirova,2025-10-13,out,776,refused,14,opening
C01688,L0872,Botir Nazarov,2026-06-23,out,371,interested,62,opening
C01689,L0016,Sardor Yusufov,2025-10-26,out,35,no_answer,25,close
C01690,L0915,Dilnoza Karimova,2026-05-27,in,266,callback,52,opening
C01691,L1163,Lola Qodirova,2026-08-26,out,426,refused,6,opening
C01692,L1050,Sardor Yusufov,2026-07-29,out,109,interested,74,needs
C01693,L1193,Sherzod Nishonov,2026-08-09,in,146,callback,44,pitch
C01694,L1133,Dilnoza Karimova,2026-08-29,out,87,callback,53,pitch
C01695,L0421,Dilnoza Karimova,2025-12-25,out,886,no_answer,18,close
C01696,L0175,Dilnoza Karimova,2025-10-07,out,568,interested,88,opening
C01697,L0605,Botir Nazarov,2026-03-31,in,893,callback,39,opening
C01698,L0570,Lola Qodirova,2026-03-09,in,589,interested,57,close
C01699,L0854,Diyora Rustamova,2026-05-04,out,223,refused,26,pitch
C01700,L0443,Jamshid Umarov,2026-02-20,out,315,no_answer,20,opening
C01701,L0595,Sardor Yusufov,2026-04-09,out,64,callback,55,opening
C01702,L1026,Jamshid Umarov,2026-06-19,in,881,interested,87,needs
C01703,L0863,Dilnoza Karimova,2026-06-19,out,624,refused,36,needs
C01704,L1065,Jamshid Umarov,2026-07-27,out,377,no_answer,2,needs
C01705,L0060,Sardor Yusufov,2025-10-22,out,151,callback,50,opening
C01706,L0579,Jamshid Umarov,2026-03-06,in,854,no_answer,15,pitch
C01707,L0174,Sherzod Nishonov,2025-11-11,out,620,interested,90,opening
C01708,L0217,Dilnoza Karimova,2025-10-30,out,67,refused,31,opening
C01709,L0915,Farrux Ahmadov,2026-06-06,in,739,interested,77,opening
C01710,L1015,Sherzod Nishonov,2026-07-27,out,832,refused,25,needs
C01711,L0287,Farrux Ahmadov,2025-12-07,in,749,no_answer,20,close
C01712,L0106,Botir Nazarov,2025-11-03,out,67,callback,47,close
C01713,L0021,Botir Nazarov,2025-10-26,out,175,enrolled,93,pitch
C01714,L0570,Diyora Rustamova,2026-03-13,out,387,refused,32,close
C01715,L0970,Sardor Yusufov,2026-08-18,in,675,refused,21,pitch
C01716,L0959,Sardor Yusufov,2026-08-02,in,750,no_answer,21,close
C01717,L1027,Jamshid Umarov,2026-07-26,out,621,refused,16,needs
C01718,L0018,Diyora Rustamova,2025-10-18,out,80,enrolled,87,pitch
C01719,L1197,Diyora Rustamova,2026-08-24,out,780,callback,55,opening
C01720,L1151,Dilnoza Karimova,2026-08-28,out,582,no_answer,32,needs
C01721,L0480,Diyora Rustamova,2026-03-06,out,373,interested,74,close
C01722,L0874,Lola Qodirova,2026-06-27,out,701,no_answer,18,close
C01723,L0206,Botir Nazarov,2025-12-01,in,718,no_answer,12,close
C01724,L0258,Farrux Ahmadov,2025-12-02,in,559,interested,71,close
C01725,L1034,Diyora Rustamova,2026-08-06,out,482,callback,70,close
C01726,L0859,Dilnoza Karimova,2026-04-21,in,66,interested,88,pitch
C01727,L0085,Dilnoza Karimova,2025-10-24,in,831,interested,81,needs
C01728,L0324,Botir Nazarov,2026-01-08,in,411,interested,75,opening
C01729,L0451,Sardor Yusufov,2026-03-18,out,767,refused,27,opening
C01730,L0176,Lola Qodirova,2025-12-17,out,316,interested,63,pitch
C01731,L0654,Farrux Ahmadov,2026-03-29,in,131,interested,70,opening
C01732,L0237,Diyora Rustamova,2025-10-13,out,491,interested,64,close
C01733,L0829,Jamshid Umarov,2026-04-16,out,721,refused,48,needs
C01734,L0703,Botir Nazarov,2026-04-12,in,90,no_answer,14,pitch
C01735,L0089,Lola Qodirova,2025-10-06,out,641,callback,53,close
C01736,L1119,Sherzod Nishonov,2026-08-31,in,593,refused,34,pitch
C01737,L1094,Farrux Ahmadov,2026-08-17,out,485,interested,54,opening
C01738,L1123,Botir Nazarov,2026-08-26,in,775,no_answer,12,pitch
C01739,L0326,Jamshid Umarov,2026-01-21,out,181,refused,36,needs
C01740,L0135,Lola Qodirova,2025-11-16,in,597,refused,27,pitch
C01741,L0496,Sardor Yusufov,2026-01-29,in,876,interested,74,pitch
C01742,L0704,Diyora Rustamova,2026-05-04,in,268,callback,57,pitch
C01743,L1032,Sherzod Nishonov,2026-07-18,in,350,enrolled,100,close
C01744,L1013,Botir Nazarov,2026-07-25,in,848,callback,57,opening
C01745,L0221,Sherzod Nishonov,2025-11-12,in,510,callback,61,pitch
C01746,L1088,Farrux Ahmadov,2026-08-28,in,342,callback,51,close
C01747,L1160,Botir Nazarov,2026-08-25,out,588,refused,22,opening
C01748,L0811,Sardor Yusufov,2026-06-09,out,512,no_answer,8,pitch
C01749,L0744,Dilnoza Karimova,2026-04-18,out,241,interested,100,close
C01750,L1147,Diyora Rustamova,2026-08-27,out,320,callback,54,needs
C01751,L0170,Lola Qodirova,2025-11-14,out,512,no_answer,17,close
C01752,L0147,Lola Qodirova,2025-10-25,in,516,interested,73,pitch
C01753,L0361,Sherzod Nishonov,2025-12-14,out,837,enrolled,82,pitch
C01754,L0017,Diyora Rustamova,2025-09-27,out,71,callback,67,close
C01755,L1089,Sardor Yusufov,2026-07-29,out,486,no_answer,13,pitch
C01756,L0287,Jamshid Umarov,2026-01-03,out,470,refused,55,pitch
C01757,L0045,Sardor Yusufov,2025-11-12,out,95,no_answer,11,pitch
C01758,L0606,Jamshid Umarov,2026-04-09,out,573,refused,33,needs
C01759,L0944,Botir Nazarov,2026-06-15,in,112,enrolled,94,opening
C01760,L0253,Jamshid Umarov,2025-12-09,in,617,callback,81,pitch
C01761,L0434,Farrux Ahmadov,2026-01-31,out,518,refused,31,close
C01762,L1035,Jamshid Umarov,2026-06-14,in,657,enrolled,86,pitch
C01763,L0847,Dilnoza Karimova,2026-05-05,out,52,interested,78,close
C01764,L1163,Sardor Yusufov,2026-08-29,out,37,no_answer,5,close
C01765,L0785,Botir Nazarov,2026-05-16,in,794,refused,37,needs
C01766,L0454,Jamshid Umarov,2026-02-20,out,830,no_answer,32,close
C01767,L0691,Farrux Ahmadov,2026-03-29,in,140,enrolled,98,needs
C01768,L1002,Sherzod Nishonov,2026-07-29,out,87,refused,28,opening
C01769,L0091,Diyora Rustamova,2025-10-16,in,152,no_answer,41,pitch
C01770,L0587,Jamshid Umarov,2026-03-05,out,801,callback,57,opening
C01771,L0353,Jamshid Umarov,2026-02-03,out,685,callback,52,opening
C01772,L0823,Sherzod Nishonov,2026-06-12,out,840,interested,88,needs
C01773,L0950,Jamshid Umarov,2026-05-26,out,249,interested,86,needs
C01774,L0356,Botir Nazarov,2026-01-05,out,624,callback,68,needs
C01775,L0558,Lola Qodirova,2026-04-13,out,662,interested,92,opening
C01776,L0949,Diyora Rustamova,2026-06-27,out,460,callback,49,pitch
C01777,L1197,Diyora Rustamova,2026-08-31,in,412,enrolled,79,needs
C01778,L0767,Diyora Rustamova,2026-03-29,out,199,refused,41,pitch
C01779,L0995,Lola Qodirova,2026-08-01,out,182,no_answer,16,close
C01780,L0698,Dilnoza Karimova,2026-05-06,out,700,no_answer,1,needs
C01781,L0946,Sardor Yusufov,2026-06-24,in,695,interested,85,needs
C01782,L0452,Farrux Ahmadov,2026-02-23,out,822,callback,76,opening
C01783,L0190,Farrux Ahmadov,2025-11-07,out,342,enrolled,81,opening
C01784,L0439,Lola Qodirova,2026-01-09,out,536,no_answer,7,needs
C01785,L0580,Jamshid Umarov,2026-03-26,in,899,enrolled,94,pitch
C01786,L1082,Botir Nazarov,2026-08-26,in,758,enrolled,89,needs
C01787,L1135,Lola Qodirova,2026-08-24,in,390,no_answer,13,opening
C01788,L0278,Botir Nazarov,2025-12-05,in,223,no_answer,36,close
C01789,L0735,Lola Qodirova,2026-03-23,in,879,refused,34,needs
C01790,L1169,Dilnoza Karimova,2026-08-23,in,123,no_answer,10,needs
C01791,L1091,Sardor Yusufov,2026-08-18,out,122,refused,27,opening
C01792,L1014,Sherzod Nishonov,2026-07-10,in,269,refused,33,needs
C01793,L0972,Jamshid Umarov,2026-07-12,out,577,enrolled,98,opening
C01794,L1130,Dilnoza Karimova,2026-08-29,in,827,enrolled,86,needs
C01795,L0114,Dilnoza Karimova,2025-10-29,in,162,callback,67,needs
C01796,L1107,Jamshid Umarov,2026-08-27,out,468,no_answer,3,close
C01797,L0838,Diyora Rustamova,2026-04-30,out,395,no_answer,18,opening
C01798,L1097,Dilnoza Karimova,2026-08-28,out,197,enrolled,77,needs
C01799,L0619,Jamshid Umarov,2026-04-01,in,145,interested,85,needs
C01800,L0747,Lola Qodirova,2026-04-30,out,295,no_answer,21,opening
C01801,L0800,Lola Qodirova,2026-04-28,out,389,callback,68,needs
C01802,L1115,Sherzod Nishonov,2026-08-24,out,339,enrolled,94,pitch
C01803,L0791,Diyora Rustamova,2026-06-11,out,34,no_answer,27,pitch
C01804,L0570,Dilnoza Karimova,2026-03-25,out,807,refused,19,opening
C01805,L1191,Diyora Rustamova,2026-08-12,in,299,interested,66,needs
C01806,L0648,Dilnoza Karimova,2026-03-28,out,556,callback,70,needs
C01807,L0958,Sardor Yusufov,2026-07-14,out,243,no_answer,16,close
C01808,L0819,Botir Nazarov,2026-05-10,out,319,refused,43,needs
C01809,L0215,Farrux Ahmadov,2025-12-07,in,41,interested,72,close
C01810,L0834,Jamshid Umarov,2026-06-22,out,774,enrolled,88,close
C01811,L0728,Sardor Yusufov,2026-04-13,in,486,no_answer,0,needs
C01812,L0129,Sherzod Nishonov,2025-10-20,out,464,interested,96,close
C01813,L1001,Diyora Rustamova,2026-06-27,in,659,interested,65,pitch
C01814,L0962,Sherzod Nishonov,2026-07-16,out,541,refused,18,close
C01815,L0414,Jamshid Umarov,2026-01-18,out,463,refused,16,needs
C01816,L0744,Lola Qodirova,2026-03-21,out,317,interested,57,needs
C01817,L0816,Lola Qodirova,2026-04-21,out,657,no_answer,7,pitch
C01818,L0855,Farrux Ahmadov,2026-05-06,out,857,enrolled,82,needs
C01819,L1116,Dilnoza Karimova,2026-08-21,out,299,interested,74,close
C01820,L0052,Farrux Ahmadov,2025-11-08,in,88,refused,24,close
C01821,L0706,Sherzod Nishonov,2026-04-21,out,372,refused,40,close
C01822,L0609,Diyora Rustamova,2026-03-11,in,715,refused,41,pitch
C01823,L0942,Jamshid Umarov,2026-07-16,in,296,callback,68,close
C01824,L0200,Botir Nazarov,2025-11-18,out,444,interested,68,pitch
C01825,L1073,Sherzod Nishonov,2026-08-14,out,395,callback,40,opening
C01826,L0487,Dilnoza Karimova,2026-01-27,in,396,refused,35,pitch
C01827,L0454,Jamshid Umarov,2026-03-22,out,741,refused,23,pitch
C01828,L0048,Farrux Ahmadov,2025-10-06,out,354,interested,86,opening
C01829,L0139,Diyora Rustamova,2025-12-19,in,119,interested,84,opening
C01830,L0332,Sherzod Nishonov,2026-02-05,in,51,callback,47,opening
C01831,L0672,Botir Nazarov,2026-04-11,in,669,no_answer,19,close
C01832,L0569,Sardor Yusufov,2026-03-27,in,760,refused,27,opening
C01833,L0578,Sardor Yusufov,2026-03-23,in,696,callback,70,pitch
C01834,L0053,Jamshid Umarov,2025-11-04,out,783,callback,68,pitch
C01835,L0753,Diyora Rustamova,2026-04-21,out,588,enrolled,100,needs
C01836,L0284,Diyora Rustamova,2025-12-04,out,188,no_answer,0,close
C01837,L0006,Dilnoza Karimova,2025-10-30,out,624,callback,58,pitch
C01838,L1009,Diyora Rustamova,2026-08-05,in,870,interested,63,needs
C01839,L0691,Botir Nazarov,2026-04-04,out,763,refused,21,close
C01840,L0556,Diyora Rustamova,2026-03-17,out,489,refused,32,close
C01841,L0562,Dilnoza Karimova,2026-03-15,in,577,interested,85,close
C01842,L0967,Lola Qodirova,2026-07-28,out,727,no_answer,14,pitch
C01843,L0621,Jamshid Umarov,2026-02-18,out,646,interested,60,opening
C01844,L1147,Diyora Rustamova,2026-08-17,out,39,interested,71,close
C01845,L0410,Sherzod Nishonov,2026-01-08,in,86,enrolled,96,opening
C01846,L0878,Lola Qodirova,2026-05-18,in,441,enrolled,94,needs
C01847,L1137,Botir Nazarov,2026-08-09,out,630,callback,84,needs
C01848,L0115,Lola Qodirova,2025-09-26,out,658,callback,66,pitch
C01849,L1038,Lola Qodirova,2026-07-15,in,207,callback,77,pitch
C01850,L0605,Diyora Rustamova,2026-04-10,out,812,interested,72,close
C01851,L0448,Dilnoza Karimova,2026-01-25,in,347,no_answer,18,pitch
C01852,L0435,Dilnoza Karimova,2026-03-11,in,178,refused,43,pitch
C01853,L0347,Sherzod Nishonov,2026-02-10,out,93,enrolled,100,pitch
C01854,L1043,Sardor Yusufov,2026-07-24,out,777,no_answer,1,needs
C01855,L0389,Sardor Yusufov,2025-12-31,out,463,refused,30,close
C01856,L0633,Botir Nazarov,2026-02-26,out,607,refused,33,needs
C01857,L1183,Jamshid Umarov,2026-08-29,in,517,interested,77,pitch
C01858,L0727,Jamshid Umarov,2026-04-04,out,736,interested,73,needs
C01859,L1052,Farrux Ahmadov,2026-08-12,out,629,refused,18,pitch
C01860,L0185,Farrux Ahmadov,2025-12-19,out,370,enrolled,83,opening
C01861,L0068,Sardor Yusufov,2025-10-03,in,495,no_answer,6,opening
C01862,L1117,Botir Nazarov,2026-08-31,out,695,callback,44,needs
C01863,L0018,Farrux Ahmadov,2025-11-01,in,86,interested,74,pitch
C01864,L1023,Jamshid Umarov,2026-07-06,in,254,interested,57,opening
C01865,L0910,Lola Qodirova,2026-06-27,out,289,callback,53,pitch
C01866,L0785,Sardor Yusufov,2026-05-03,out,619,enrolled,100,opening
C01867,L1077,Sherzod Nishonov,2026-08-22,in,118,enrolled,100,pitch
C01868,L1143,Botir Nazarov,2026-08-30,out,372,no_answer,9,pitch
